Pathway	P10T2	P10T3	P10T4	P11T1	P11T2	P11T3	P12T1	P12T4	P13T1	P13T4	P14T1	P14T4	P15T1	P15T2	P15T3	P16T1	P16T3	P16T4	P17T1	P17T2	P17T4	P18T1	P18T2	P18T3	P18T4	P19T1	P19T4	P1T1	P1T3	P1T4	P20T1	P20T2	P20T4	P21T1	P21T2	P21T4	P22T1	P22T4	P23T2	P23T3	P23T4	P24T1	P24T2	P24T3	P24T4	P25T1	P25T3	P25T4	P26T1	P26T3	P26T4	P27T1	P27T2	P27T3	P27T4	P28T2	P28T3	P28T4	P29T1	P29T2	P29T3	P29T4	P2T2	P2T3	P30T1	P30T2	P30T3	P30T4	P31T1	P31T2	P31T3	P31T4	P32T1	P32T3	P32T4	P33T1	P33T4	P34T1	P34T3	P35T1	P35T3	P36T1	P36T3	P36T4	P37T1	P37T3	P37T4	P38T1	P38T3	P39T1	P39T4	P3T1	P3T3	P3T4	P4T1	P4T3	P4T4	P5T1	P5T2	P5T3	P5T4	P6T1	P6T3	P6T4	P7T1	P7T3	P7T4	P8T1	P8T2	P8T3	P9T1	P9T2	P9T3	P9T4
PWY-2221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-241	105.273	69.5811	49.9706	14.9964	6.4255	192.349	24.6245	115.409	56.9798	180.246	15.5468	0	23.2121	107.506	177.825	19.6195	202.773	132.084	214.444	17.73	152.975	90.0396	117.143	177.459	165.332	146.61	55.7369	24.591	209.839	98.5216	218.303	35.2275	159.856	290.134	194.95	97.3958	244.209	62.295	108.029	201.868	198.551	213.685	139.751	57.552	122.998	100.011	132.228	201.189	107.21	281.026	51.3289	180.16	135.207	60.3443	77.9883	169.509	108.916	58.5932	161.194	208.013	115.01	98.6913	0	139.927	130.354	106.932	194.517	138.874	12.0376	168.168	33.177	120.344	115.856	63.0488	204.656	78.7104	192.802	113.699	121.398	189.683	102.618	82.112	42.9451	151.28	308.543	105.56	107.796	122.495	155.264	135.413	209.978	195.962	102.012	118.211	207.277	148.298	192.014	48.1807	5.60745	143.468	135.828	215.879	73.3906	73.6602	155.853	33.1708	213.671	18.9004	74.2781	220.018	61.2302	203.373	33.7332	55.3481
PWY-2941	189.605	69.4132	41.2398	47.6948	430.869	138.616	240.011	139.502	4.14573	51.6641	239.513	177.075	402.61	95.961	49.483	216.302	186.114	246.372	195.553	100.247	125.655	43.93	200.03	127.914	74.1163	32.942	57.9164	89.3391	162.74	138.265	224.664	112.486	270.975	69.5647	224.84	112.199	251.811	136.182	390.216	265.651	192.695	132.898	82.2662	102.703	143.125	84.0168	27.6748	121.165	36.8489	96.0937	85.4356	259.276	119.83	230.01	193.302	63.8299	134.252	141.525	373.616	356.195	285.036	111.682	458.43	125.646	376.111	105.935	236.735	235.346	285.2	123.429	111.804	171.357	139.846	103.849	91.6432	113.773	151.564	82.1338	222.671	230.766	68.3083	109.293	185.207	166.881	173.354	154.345	168.744	178.217	215.011	222.16	182.821	166.374	229.431	134.598	353.269	298.677	56.7937	297.463	49.0115	97.9583	41.2021	200.392	106.017	66.9593	161.8	104.261	54.6533	127.337	793.776	200.502	137.637	103.145	370.323	168.982
PWY-2942	316.52	396.997	396.363	532.89	314.23	405.583	332.278	401.93	322.722	896.044	366.766	763.079	408.987	655.332	333.269	389.838	506.409	755.447	571.236	408.749	392.821	256.697	450.797	446.4	472.504	464.276	478.788	386.713	485.24	993.634	677.055	285.758	402.278	550.199	647.463	333.048	547.198	304.076	449.967	648.276	468.979	479.698	345.047	435.665	433.229	500.79	488.577	564.339	746.118	544.936	436.038	461.343	407.157	395.237	387.102	334.954	438.702	426.352	536.189	434.238	480.002	347.446	445.641	703.667	403.234	370.012	444.945	441.827	339.148	402.59	356.098	407.173	405.426	366.644	474.474	529.814	356.717	414.935	482.768	501.116	668.71	327	386.084	406.932	558.831	463.061	427.613	374.427	464.677	407.159	491.445	420.979	498.145	463.878	515.313	402.913	461.778	349.093	398.049	409.613	458.225	462.998	490.898	489.074	371.143	445.117	660.488	412.097	802.691	481.188	507.445	517.401	352.201	432.198
PWY-3001	279.543	285.551	266.611	316.409	58.1016	377.337	253.182	323.849	140.89	492.532	169.103	298.414	484.494	572.441	399.93	224.135	495.082	698.264	499.194	282.375	378.134	242.02	442.095	399.801	397.879	287.734	311.161	285.939	507.274	753.817	584.25	210.527	413.068	484.168	559.618	229.585	494.677	299.824	446.458	541.741	480.471	453.385	337.8	376.13	424.078	341.779	391.901	483.439	665.292	501.776	367.282	456.828	309.332	331.789	322.879	366.286	405.256	317.669	497.552	490.978	440.079	316.689	20.1571	548.168	497.736	295.737	448.804	397.063	264.436	415.007	321.822	394.045	369.183	346.969	471.055	410.208	404.605	299.441	470.393	405.19	353.931	281.507	312.447	340.294	498.842	412.121	389.652	312.867	406.175	329.823	491.908	394.101	438.179	405.471	480.946	401.507	376.416	178.933	274.518	424.262	408.29	441.761	457.57	418.424	378.736	309.105	530.265	153.358	354.745	437.555	282.802	424.959	418.379	339.574
PWY-3781	3.51858	1.57353	0.308047	0	10.1174	0	20.2168	55.5625	9.75017	0	0	0.408838	11.1201	8.6091	1.95434	6.58416	2.49098	0	0	3.00488	1.17825	91.4666	2.00018	0.790531	1.1371	0	0	49.4616	0.661181	0.237416	0	14.8343	14.9139	4.99685	7.23645	1.71273	1.47112	6.15554	51.8658	1.16905	0	1.22643	2.31824	0	0	0	1.99186	2.42171	0.895793	0	6.17998	4.50304	21.5937	12.6529	0	4.44505	0.204455	5.86211	0.743459	2.7338	0.998854	0.359408	10.0343	0.957729	0	1.52232	0.401847	1.42323	10.2233	7.65791	6.75388	1.71652	2.40301	0	2.34429	1.89206	1.96236	1.30482	2.30521	0.755247	0	1.09772	0	0.246999	14.1136	2.10742	0.806159	2.79783	2.50423	66.567	0	4.12832	1.92949	5.68188	1.93774	5.45291	4.69472	0	1.52065	0.93474	2.09581	0.402054	3.67665	6.8211	3.05732	37.4453	0	3.09366	5.29067	8.53875	21.5746	7.09904	38.2936	10.9147
PWY-3801	0	0	0	0	7.10664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.5445	10.8501	4.9785	3.54163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.996	0	0.895444	0	0	64.0039	0	0	0	0	0	0	0	0	0	4.01126	0	0	1.44102	0	0	0	5.3603	0	0	0	0	0	0	0	2.99649	0	0	0	0	0	0	0	0	1.67777	4.63253	8.83388	0	0	0	0	0	0	0	0	0	0	0	3.26721	0	110.879	0	0	0	0
PWY-3841	318.441	464.98	464.007	478.836	444.645	375.606	346.967	431.978	399.996	656.615	434.674	773.672	383.291	550.589	275.554	368.061	529.194	662.015	540.725	440.854	444.917	249.691	495.067	472.628	452.827	587.493	621.721	430.168	479.573	770.745	581.978	398.085	401.716	519.096	583.896	393.101	516.241	386.384	433.836	546.515	430.536	463.631	384.553	470.045	521.662	535.542	496.654	509.361	552.752	567.761	463.879	480.415	397.238	456.55	402.853	343.273	531.465	468.775	547.899	431.349	509.527	360.639	795.436	569.228	506.565	387.399	472.644	476.318	359.584	370.322	375.873	451.347	410.328	490.714	581.817	472.35	432.18	492.724	542.345	452.025	678.458	385.649	530.584	484.33	490.016	470.069	453.3	379.758	444.29	398.964	546.091	417.913	530.144	456.639	559.039	425.686	566.277	411.061	378.575	463.624	489.861	470.124	529.275	508.035	378.103	463.544	602.543	453.247	856.139	372.439	412.371	495.315	528.987	462.014
PWY-4041	162.813	78.1448	77.9172	74.3984	7.06455	230.364	127.253	119.775	32.3085	159.155	56.3317	0	284.627	436.299	282.286	18.962	176.908	271.466	161.957	49.3489	148.681	89.0409	148.822	128.025	158.853	127.561	76.6379	54.1442	117.028	118.893	299.261	28.8385	129.576	208.461	225.094	45.6665	207.483	44.6171	195.081	179.975	205.083	142.467	130.103	128.372	114.741	135.045	208.375	175.675	175.909	150.749	123.692	101.936	106.436	59.4652	88.7335	280.711	97.2104	92.1239	198.068	238.668	180.127	143.552	10.3874	273.312	225.12	91.3946	148.625	122.641	138.325	118.346	53.149	109.865	96.2346	61.184	82.0252	72.2421	101.295	71.997	80.9718	167.362	46.9239	88.2581	80.5625	168.364	198.96	90.1641	95.749	144.335	158.838	120.925	145.932	99.9505	99.8438	171.951	194.732	136.791	123.009	122.763	26.8044	103.112	97.0395	148.13	54.1525	53.4364	199.037	82.074	200.429	60.5524	2.69935	242.57	118.673	241.85	213.232	27.6194
PWY-4361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4984	137.376	202.995	158.155	55.0028	10.0093	0.992364	148.669	171.183	7.56809	0	244.074	74.2959	5.19337	85.593	26.4799	83.7071	126.955	5.52066	46.5644	7.75549	157.681	92.5664	122.768	211.034	185.253	47.8694	216.413	100.854	61.6876	2.06561	36.6755	81.4073	7.06573	0	9.46973	2.70395	64.2805	33.8332	97.21	2.48491	60.5963	19.1146	62.2808	41.3593	95.6768	368.527	7.79978	16.8592	12.1529	17.446	92.6676	79.836	33.997	6.05441	5.92117	181.499	130.134	289.525	17.5987	44.8448	14.7392	169.296	2.84022	0	31.5215	170.363	94.7558	171.696	137.515	66.4286	99.8345	129.174	215.69	169.513	125.536	307.276	6.75752	211.956	136.831	57.7989	98.0708	154.883	226.249	232.561	11.9875	107.243	162.958	174.543	140.066	137.917	263.038	84.3586	198.528	82.8409	48.3627	151.045	255.802	123.046	302.426	119.213	164.545	155.415	253.483	250.329	14.9389	10.9049	86.7211	1.97948	192.672	114.929	13.7554	41.5607	0	98.6346
PWY-5004	0	0	0	0	0	0	0	2.31837	0	0	0	0	0	2.29823	0	0	0	0	3.82025	0	0	0	0	0	8.738	0	0	11.13	0	0	0	0	1.05316	0	2.47498	0	0	0	0	0	0	0.98422	0	0	11.9171	0	0	0	0	0	0	0	0	1.9967	0	0	0	0	0	0.813181	0	0	0	0	0	0	0	0	0	0	0	0	9.45546	0	0	0	0	0	0	0	0	0	7.52655	4.61641	0	0	0	0.949627	3.73477	0	0	0	0	7.5451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5005	19.9481	32.9555	0	0	0	4.56562	56.4398	31.1579	0	1.29255	15.5013	59.4089	0	8.35413	17.6757	42.2171	15.1804	7.09833	35.9877	23.4739	59.4701	72.8837	20.34	45.9713	30.8055	13.6701	6.90847	23.2628	53.6465	25.7626	26.9603	22.8722	64.3681	54.7517	52.0159	9.82625	11.0493	50.3134	74.116	6.52051	31.3116	46.4	39.9333	41.7927	74.2411	13.322	65.4199	27.8076	12.2567	46.9705	85.3969	36.8489	41.3115	37.0203	14.729	4.69155	13.55	3.61475	0.673808	9.69482	26.3715	4.80789	0	11.1701	18.1454	1.87824	3.34785	2.80207	87.2838	68.8661	26.0639	57.1146	5.40583	7.28062	31.3687	0	56.5552	30.6386	34.7709	7.25707	3.00918	4.05204	12.8514	5.57558	14.597	65.6152	24.2577	5.09544	11.861	36.7784	60.906	40.3644	45.5418	61.4627	46.4695	33.0474	28.8028	4.87706	7.85456	32.0406	37.814	35.8709	108.594	117.784	31.2721	25.3196	49.6278	27.3259	52.6928	29.2042	32.5699	41.3948	1.95546	27.2888
PWY-5022	74.8843	30.7236	23.0786	6.22126	0	69.4647	53.9823	68.7185	3.33411	0	27.9915	0	2.24226	19.1149	33.4116	0	2.86358	0	8.64585	33.7321	14.6037	18.0157	18.6176	21.9551	8.78521	2.33677	11.0459	7.1347	2.53047	0	5.89328	0	1.07219	0	0	0	6.91213	0	40.2726	0	62.5602	10.8644	0	10.2231	20.7113	12.6119	5.54789	2.85116	6.48897	4.6758	12.0615	12.5169	42.8617	0	50.1636	0	8.30425	62.7844	13.2742	10.3858	37.0864	52.8565	0	10.2771	28.26	39.4623	45.765	42.1173	81.3375	15.4701	6.90626	1.10425	12.1304	14.3053	15.2335	0	0	33.15	17.5708	3.98202	33.8145	45.9171	6.91048	61.5112	0	0	38.5843	32.186	16.6184	49.8713	0	16.9881	0	44.4814	9.8823	2.58036	36.1652	12.4757	20.8398	0	0	56.3512	16.6252	9.00705	61.2333	44.6551	5.66316	14.9688	178.091	39.9089	0	9.0017	0	36.0733
PWY-5028	0	0	0	0	0	0	46.4818	0	0	0	0	0	0	0	0	0	0	0	0	2.49147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.740172	0	0	0	0	0	0	0	0	1.37841	0	0	0	0	0	0	0	0	0	0	18.7419	29.7954	0	0	0	0	0	0	0	0	97.7537	0	0	0	7.22487	7.72222	0	0	2.17054	0	0	24.6149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5030	123.729	223.505	213.407	7.84186	3.25037	73.8884	137.81	120.428	3.06042	0.948091	231.142	157.313	10.7149	54.2678	0	300.756	116.665	10.7466	28.0842	240.047	129.067	64.1407	100.022	176.422	153.761	32.5564	232.366	80.1702	28.8839	1.74875	45.0522	56.0288	38.6895	7.30042	17.5221	5.70375	9.15107	34.7058	132.314	10.8467	76.3407	13.3721	64.1294	15.6572	78.4169	292.099	22.4921	16.4026	12.488	52.2693	98.0259	49.0377	58.9019	254.633	217.819	156.693	117.6	272.811	125.247	18.2491	23.066	175.83	0	0	24.9667	167.979	120.073	129.55	127.748	62.2034	110.505	150.173	141.078	186.683	121.365	242.658	5.04449	224.559	215.059	89.9051	95.7357	125.31	223.312	148.01	14.5303	88.5383	182.556	187.406	98.163	115.853	227.514	56.6031	179.251	84.183	103.55	100.586	226.883	79.3406	187.498	73.597	63.6391	154.517	220.852	173.865	84.2236	169.868	58.5717	2.65389	108.221	0.625878	7.41036	63.5587	0	172.255
PWY-5055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5080	0	0	0	0	1.72326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5088	0	0.650108	0	0	0	0	0	0.978451	0	0	0	0	0	0	20.1949	0	0	0	1.5468	0	0	4.69583	0	0	0	0	0	0	0	0	0	0	0	0	7.89968	0.520075	0	0.283656	3.38816	0	0	0	0	0	0	0	0	0	0	0	0	2.40688	0	0	0	0	0	0	0	0	0	0	0	17.0843	0	0	8.81309	2.74573	0	0	0	0	0	0	0	0	0	2.26487	0	0	0	0	0	0	0	0	0	5.87405	1.46742	19.2083	0	1.8258	0	5.96296	0	0	0	0	0	0	0	1.22257	1.49431	0	0	0	0	0	0	0	4.92513	0	0	0
PWY-5097	311.666	429.89	424.804	604.337	338.544	415.164	326.478	440.655	377.375	875.412	399.898	725.261	98.4113	648.393	344.543	369.113	514.94	743.389	582.82	443.171	401.342	264.503	463.516	477.957	486.471	554.902	506.875	424.545	562.173	968.566	655.776	389.779	399.688	563.039	643.682	406.96	560.413	353.215	441.878	636.887	467.164	479.412	373.138	473.269	521.995	513.877	541.087	582.679	744.594	562.658	480.254	483.864	403.17	397.347	432.611	341.987	548.101	458.439	531.661	430.089	517.814	382.864	435.217	697.469	396.661	408.547	454.586	452.332	340.494	406.348	387.917	434.124	430.712	435.637	491.17	500.504	409.012	424.303	501.227	505.264	661.513	365.694	402.536	410.093	590.736	487.347	484.69	382.086	475.29	414.587	519.097	453.316	549.123	493.743	516.219	402.632	513.956	350.551	412.995	506.373	506.327	470.289	486.843	484.975	379.95	496.957	659.946	442.017	796.906	492.771	601.752	531.287	287.595	450.51
PWY-5100	160.123	192.034	174.239	207.32	369.736	224.113	159.118	266.946	296.423	569.405	126.621	102.795	464.938	542.056	210.374	28.1193	402.162	607.977	446.574	254.002	240.223	167.559	420.493	275.459	283.015	414.293	347.75	214.223	329.659	622.862	516.793	80.5727	270.649	478.851	487.127	194.304	525.103	211.912	278.712	485.684	329.976	326.397	232.374	426.908	323.801	220.941	390.47	500.581	422.945	444.827	365.053	259.28	314.939	245.26	243.801	114.507	330.599	182.603	412.426	508.778	459.864	197.914	34.4959	487.549	418.894	189.501	347.587	340.895	243.697	238.215	175.436	201.453	208.374	193.653	400.664	206.324	229.117	212.991	372.417	417.732	270.578	192.483	157.92	245.759	444.956	316.267	193.613	214.452	324.566	173.096	275.37	266.43	386.943	416.992	472.078	351.564	304.335	148.512	89.4285	356.685	380.082	345.282	261.584	294.944	308.193	313.99	468.893	435.421	1016.26	469.878	420.439	417.663	207.26	302.777
PWY-5103	315.686	392.083	342.904	316.47	21.1166	503.031	274.804	407.966	542.608	874.578	311.36	744.496	484.118	587.918	462.08	345.435	582.758	844.974	573.166	370.208	414.238	273.111	479.036	432.387	426.153	502.921	450.178	468.979	675.93	1083.73	647.918	486.822	542.635	588.501	664.285	608.909	625.816	521.697	494.523	731.542	626.209	603.513	452.719	572.69	566.227	473.167	596.044	683.32	736.529	685.635	510.971	470.225	420.095	347.523	421.861	336.267	500.668	352.942	556.326	527.036	586.218	301.771	24.0707	764.357	604.347	330.219	480.913	452.488	272.799	491.193	451.377	439.047	422.311	444.201	586.985	394.826	601.483	343.34	566.935	456.534	720.98	327.424	353.988	338.777	681.379	480.063	411.232	360.352	514.702	336.239	562.849	504.874	578.255	547.573	566.665	483.942	509.771	223.756	251.873	491.74	530.328	502.869	470.437	422.617	449.729	451.606	624.009	652.771	186.476	445.754	498.919	499.614	631.096	414.851
PWY-5104	81.2955	37.6622	21.7268	0	0.947667	16.2269	0	11.9547	5.69651	0	0	0	2.34953	26.1709	46.5206	0	3.07413	2.89331	6.59074	2.18074	14.5611	18.1113	31.575	0	0	0	13.3372	4.34171	1.97786	1.88342	5.79776	3.80277	1.40373	12.5475	18.5047	3.16823	8.10113	1.12737	19.14	9.52046	60.2495	12.6174	36.762	11.0076	2.12527	6.63329	27.9773	1.96151	6.02434	6.26916	1.25936	2.93072	34.8398	4.62084	11.3548	178.736	0	21.481	0	10.8069	19.8756	49.9638	0	2.34589	22.928	40.4344	72.0772	14.3973	0	24.0315	11.5954	0	6.58704	0	0	0	4.52284	23.837	2.93544	0.728606	2.36625	52.1842	0	8.89908	3.26091	6.39119	19.2521	44.3347	4.36139	52.4157	8.89709	19.1218	1.16426	23.2685	0	0	8.04591	0	0	0	0.476509	29.6806	2.095	2.50893	64.2857	0	0	10.8073	0	0	12.6302	0	0	0
PWY-5121	100.799	173.008	221.257	223.467	21.8577	74.9494	225.741	184.693	15.6101	58.3914	135.517	62.6082	12.5761	147.251	105.178	217.096	68.9019	7.24975	83.7448	339.63	170.509	134.913	177.056	250.086	232.625	25.9998	106.373	183.539	79.2033	17.9652	105.531	79.5029	80.9626	173.316	106.148	26.7735	150.031	73.8267	178.598	29.8069	93.4542	140.869	104.342	41.953	62.2645	91.8951	39.4838	51.4537	59.5709	67.548	171.271	124.934	167.157	337.544	66.1295	237.868	210.2	300.66	83.4555	129.26	29.7311	236.611	0	40.5425	54.1144	216.82	134.551	166.926	229.458	92.6122	141.863	150.411	174.962	137.503	203.678	206.942	26.8434	269.733	142.799	121.379	128.118	177.388	100.48	89.6566	215.342	259.619	229.592	184.649	143.795	224.252	173.612	134.305	194.597	171.332	23.5124	30.7481	26.9201	115.983	205.193	196.966	207.096	145.829	87.5171	59.8159	194.053	301.904	190.084	43.7778	283.384	135.134	39.9787	106.138	19.0486	177.984
PWY-5130	33.2484	11.5555	0	7.10199	0	1.17027	52.5825	24.0282	0	3.49689	5.99311	47.2324	0.467201	4.69996	8.85408	26.8459	11.7705	0	2.39631	13.8025	18.8017	39.3695	10.0633	13.0996	13.7596	16.0465	1.83147	14.3479	3.65302	3.0613	0	21.597	64.5408	27.0408	32.0545	13.3676	0.468989	37.6336	56.9317	0	0	5.39628	3.39184	5.72385	4.43858	107.03	13.7766	12.6891	4.49329	6.34814	12.9685	5.74848	22.912	27.3384	15.3373	2.62787	12.9414	11.0017	2.16849	11.9581	0	6.03126	0	15.3232	14.9003	8.11658	4.86657	5.30352	69.5635	49.4168	11.9316	13.742	31.3821	12.5429	12.4279	6.27397	4.23141	38.549	15.7604	6.86089	10.2762	11.5241	62.3961	35.4534	10.7967	54.4625	16.1372	13.0995	11.3398	24.0041	24.0108	0.874129	25.0136	54.1174	12.7212	3.17387	11.6942	19.4831	30.3848	11.4923	12.8899	37.6638	33.4272	28.6592	22.2243	22.9521	10.1884	34.7919	23.1574	8.82301	27.4801	32.0746	5.21416	15.2227
PWY-5136	107.743	46.0234	36.9914	21.9565	3.63249	157.108	34.9862	34.5724	24.2269	116.045	48.5659	0	13.99	42.0635	261.167	0	14.5488	10.8801	15.0365	12.3711	47.2969	44.6457	44.8934	23.3559	11.1999	7.67955	37.072	15.9235	7.25866	0	20.8482	9.35953	19.8995	43.9842	80.6761	7.37036	31.6697	6.62519	84.8489	36.3516	130.616	60.8195	134.846	56.4751	20.2353	27.9055	33.2533	5.47264	17.6258	8.30576	11.5894	26.2296	102.763	7.42471	83.0878	169.912	42.7597	52.0113	26.59	140.966	62.1223	91.9839	2.17559	106.476	50.6986	86.5222	113.508	64.874	10.9847	60.6784	48.0261	34.7086	46.3998	52.5523	81.4267	36.1276	20.916	56.7036	24.7025	16.926	35.4535	122.03	31.8424	112.362	6.35503	21.6217	57.4861	65.8571	18.6831	107.361	17.3225	34.1506	22.0628	50.8684	12.2345	9.65375	13.7705	2.02902	24.4938	36.3756	26.0635	82.6047	12.0989	10.0315	127.643	12.3695	10.4297	17.0164	14.1945	257.057	56.5657	18.0003	1.14691	13.2349
PWY-5138	66.6622	24.5247	27.479	0	1.87331	80.7833	0	5.23994	3.659	45.5958	0	0	1.63275	18.4935	129.36	0	1.36175	0.691629	1.71703	0	14.1004	13.5725	20.0762	0	0	0	21.7923	2.0108	1.69273	0	5.02248	2.58013	0.458665	10.2677	27.5346	1.11763	13.8217	0.628547	27.2034	9.36528	35.1901	22.3472	26.4473	11.1994	0	1.4872	15.2784	0	3.68737	0	0	4.89222	31.2254	5.80828	38.7432	75.466	12.5735	10.4068	1.26732	51.9925	23.7673	40.4577	0	56.8704	36.4629	13.9819	33.334	16.4409	0	14.448	9.50131	0	15.9978	15.6202	0	0	4.49754	21.3123	0	0	0	24.6066	0	74.8277	3.25061	2.39915	12.9029	25.0393	8.39343	41.7445	3.45143	9.92143	1.39908	19.6853	5.02708	0	4.93396	0	0	0	0.599724	20.7153	1.1501	2.13879	21.5387	0	2.21808	10.7506	0	127.413	9.88465	0	0	0
PWY-5154	165.983	271.81	282.022	105.286	5.82559	307.368	201.736	198.758	237.614	197.007	205.077	187.488	141.669	100.706	382.658	122.045	175.974	24.4217	135.807	283.222	240.172	123.239	174.685	266.425	266.967	118.626	255.003	340.127	439.068	11.3974	37.2056	150.518	267.967	143.608	284.712	191.284	92.1834	309.329	143.944	117.23	385.571	294.665	245.029	121.323	286.52	404.217	165.998	25.6841	59.2698	101.917	213.964	133.281	194.127	270.501	254.536	335.47	182.415	331.904	176.64	238.952	186.6	266.791	0	176.113	101.82	393.394	427.973	232.813	204.95	301.419	326.73	324.205	309.967	326.062	275.725	274.412	320.952	315.811	276.616	169.429	144.18	359.58	251.329	316.54	57.0628	141.632	278.195	244.565	306.219	389.102	321.005	326.441	273.824	144.753	201.66	117.561	190.739	94.9211	224.703	135.776	135.756	197.382	304.22	290.64	190.997	242.139	122.868	17.6273	228.102	334.18	325.652	103.593	0	263.333
PWY-5156	0	0	0	0	0	0	0	0	0	0	0	11.5392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.1552	20.2679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42862	0	0	0	0	0	0	0	0	12.6887	0	0	0	0	0	0	0	4.29628	0	0	0	0	0	0	0	0	0	0	9.57125	0	3.19958	0	0	0	0
PWY-5178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5180	0	0	0	0	0	0	0	33.4743	0	0	0	0	0	0	181.778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.271	0	21.8847	16.9431	0	17.3803	0	0	0	0	0	0	0	0	0	0	0	2.57013	0	0	0	0	0	34.0125	0	0	0	0	0	0	31.0146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.98341	0	0	14.3285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.19038	0	93.8593	0	0	0	0
PWY-5188	103.531	154.502	164.959	148.757	5.09574	222.435	86.2933	137.036	93.659	116.37	65.57	614.115	9.62587	76.7991	303.853	51.4016	143.144	121.121	134.912	139.12	74.8226	104.302	213.388	109.572	131.564	306.724	282.907	87.8378	99.2121	52.1859	141.696	70.2582	162.032	181.31	99.4006	47.2372	236.708	97.4488	294.51	200.363	207.641	147.22	171.856	274.711	210.854	97.6317	179.491	290.903	98.009	130.684	102.045	201.596	123.025	67.1615	87.5569	234.762	182.813	93.3403	90.8822	200.542	188.577	136.327	0	201.77	82.7192	90.4962	169.849	139.309	90.879	128.27	97.2385	125.619	107.007	77.5756	151.548	60.8228	89.856	129.048	166.939	167.871	505.962	113.778	60.6093	115.736	148.254	185.873	147.545	92.093	128.661	223.744	144.25	99.6256	154.966	249.69	135.425	143.936	204.688	66.049	57.7942	139.844	163.608	101.106	187.129	176.268	176.848	152.38	119.393	477.216	538.253	278.22	230.123	184.61	41.9606	190.972
